NAME,USER_ID,HOURS_DATASCIENCE,HOURS_BACKEND,HOURS_FRONTEND,HOURS_IA,HOURS_BDD,NUM_COURSES_BEGINNER_DATASCIENCE,NUM_COURSES_BEGINNER_BACKEND,NUM_COURSES_BEGINNER_FRONTEND,NUM_COURSES_BEGINNER_IA,NUM_COURSES_BEGINNER_BDD,NUM_COURSES_ADVANCED_DATASCIENCE,NUM_COURSES_ADVANCED_BACKEND,NUM_COURSES_ADVANCED_FRONTEND,NUM_COURSES_ADVANCED_IA,NUM_COURSES_ADVANCED_BDD,AVG_SCORE_DATASCIENCE,AVG_SCORE_BACKEND,AVG_SCORE_FRONTEND,AVG_SCORE_IA,AVG_SCORE_BDD,NB_CLICKS_DATASCIENCE,NB_CLICKS_BACKEND,NB_CLICKS_FRONTEND,NB_CLICKS_IA,NB_CLICKS_BDD,ORIENTATION,FAV_COURS,HAT_COURS,PROFILE
Robert Garcia,36842534,45,13,9,36.81066447,9.039005405,4,1,4,2,2,0,7,1,1,0,77,51,63,23.31346934,2.278149248,380,114,2,289,64,PRACTICE,DATASCIENCE,BDD,intermediate_datascience
Anna Rivera,74341221,65,74,0,55.94748791,5.228750658,8,3,5,2,1,9,7,3,2,0,48,68,77,43.48132076,62.73231323,59,57,0,351,48,THEORY,BACKEND,BDD,intermediate_backend
Frances Jones,90527486,50,8,19,0.347606527,2.277485486,0,5,5,2,1,2,3,3,1,1,43,72,48,11.6095945,0.764368115,353,12,79,1,13,PRACTICE,DATASCIENCE,BDD,intermediate_datascience
James White,48309070,19,78,50,9.704198749,52.13234109,4,2,4,1,2,4,2,0,2,0,61,67,88,21.08142699,2.760937305,117,211,423,52,46,THEORY,BACKEND,IA,intermediate_backend
Manuel Robinson,39996940,5,54,68,2.087055016,16.7567471,3,5,0,0,1,2,6,3,1,2,55,76,84,35.17035953,22.8319545,29,199,169,9,53,THEORY,FRONTEND,IA,intermediate_frontend
Racheal Quinn,81472792,29,76,46,6.441126504,3.788362433,4,6,3,0,1,6,5,3,0,0,75,70,71,42.61030684,54.37497857,16,697,17,16,19,THEORY,BACKEND,IA,intermediate_backend
Nicole Labianca,45317603,22,21,34,2.637038081,17.4692786,0,0,4,0,1,7,4,3,1,0,87,85,74,76.37310041,41.553716,37,176,230,17,74,PRACTICE,DATASCIENCE,BDD,intermediate_datascience
Edna Madigan,35324341,0,12,48,0,3.723960086,4,7,3,2,1,4,8,0,0,2,91,54,66,55.67822064,27.60793777,0,104,100,0,6,THEORY,FRONTEND,BDD,intermediate_frontend
Christopher Moore,14472354,32,57,68,30.17311053,3.596997817,3,6,2,0,1,4,5,2,0,0,65,70,59,31.77718582,43.19542626,121,157,113,251,23,THEORY,BACKEND,BDD,intermediate_backend
Samuel Necaise,16564052,0,1,31,0,0.074788165,0,7,8,2,0,3,4,4,2,0,97,87,70,7.172902757,3.494325568,0,5,32,0,0,THEORY,FRONTEND,BDD,intermediate_frontend
Sonya Corlew,34804549,34,20,29,17.63888114,5.035175976,3,2,2,2,2,4,3,5,0,1,83,85,79,80.92719127,81.49816734,162,49,36,104,15,THEORY,DATASCIENCE,BDD,intermediate_datascience
Pete Schuster,86985969,63,53,17,44.29019441,9.434845203,7,3,4,2,1,3,6,1,0,2,65,34,59,27.45054208,18.68319012,336,361,74,179,43,PRACTICE,DATASCIENCE,BDD,intermediate_datascience
Janet Baber,33257209,49,65,20,17.81785052,50.32950766,4,6,4,2,1,2,7,5,2,2,88,52,46,50.38701411,42.83091838,259,408,12,138,218,PRACTICE,DATASCIENCE,FRONTEND,intermediate_datascience
Ramon Whiting,41730867,23,0,30,22.3509879,0,0,4,2,0,1,4,6,5,1,0,61,79,90,30.62375189,33.89713284,118,0,190,209,0,PRACTICE,FRONTEND,BDD,intermediate_frontend
Christie Duckey,79522169,70,35,20,67.37131065,28.16435248,10,2,6,2,2,4,3,0,1,1,55,58,72,40.58810755,25.27819766,396,284,153,586,94,PRACTICE,DATASCIENCE,BDD,intermediate_datascience
Pat Smith,60517210,56,40,50,14.09980857,6.953839913,4,5,5,1,2,3,5,3,0,1,61,81,45,39.43351654,13.63740834,157,148,476,97,13,PRACTICE,BACKEND,BDD,intermediate_backend
Harold Allen,22302595,76,14,45,37.79088645,6.900308514,2,6,5,1,2,5,4,2,2,1,50,55,72,17.13352291,19.80220392,104,101,116,288,46,THEORY,DATASCIENCE,BDD,intermediate_datascience
Walter Hastie,29811948,40,3,52,12.03513239,2.064111401,4,4,5,1,1,5,7,2,1,1,72,80,83,37.44308395,14.79295522,36,12,14,12,6,THEORY,FRONTEND,BDD,intermediate_frontend
Carmen Clanton,52710878,0,92,57,0,59.98315856,5,3,4,2,1,4,5,5,2,1,74,74,67,61.1267738,67.54093865,0,733,265,0,460,PRACTICE,BACKEND,IA,intermediate_backend
Charles Swindle,1539545,32,69,47,1.180382315,41.47792929,2,5,4,0,2,6,5,2,2,2,80,58,79,50.67644044,19.05045592,22,183,66,8,311,THEORY,BACKEND,IA,intermediate_backend
Sharon Carter,63214368,30,74,40,18.28693002,68.43679854,5,5,7,0,0,2,5,2,0,0,54,81,63,51.54778062,32.36089974,55,312,235,176,540,PRACTICE,BACKEND,IA,intermediate_backend
Jasper Yan,63875515,0,91,77,0,20.79578844,4,1,5,2,0,5,8,7,2,2,63,55,66,47.49849685,7.379709743,0,545,701,0,112,PRACTICE,BACKEND,BDD,intermediate_backend
Barbara Langham,51438625,2,58,21,0.102957502,28.63571386,5,6,8,2,2,6,1,10,0,2,68,78,54,32.99290699,77.3913493,0,227,137,0,158,THEORY,BACKEND,IA,intermediate_backend
William Garcia,60371163,20,14,41,5.572929285,12.3758957,1,4,9,2,1,4,5,2,2,2,75,89,74,60.5258008,50.85811155,129,87,257,11,109,PRACTICE,FRONTEND,BDD,intermediate_frontend
William Jarvis,6467007,68,58,16,61.76208025,4.517838405,5,4,6,1,1,6,4,6,0,1,61,60,47,26.97360407,34.47026082,19,303,102,153,42,THEORY,DATASCIENCE,BDD,intermediate_datascience
Edith Wright,52060012,12,101,62,2.874742688,5.644715094,5,5,2,2,0,6,7,4,1,1,72,84,74,15.34962313,12.22376409,82,346,28,17,44,THEORY,BACKEND,BDD,intermediate_backend
Lashawn Aburto,58240070,15,51,17,2.173423081,11.89841667,2,3,4,2,1,2,5,3,2,2,78,76,69,49.11731597,51.62306165,30,108,127,0,76,THEORY,BACKEND,IA,intermediate_backend
Douglas Lynn,58343900,21,42,7,10.27850797,26.58689122,7,4,9,0,2,0,0,5,0,2,89,78,75,31.49661222,53.12621951,79,176,36,11,131,THEORY,BACKEND,IA,intermediate_backend
Gregory Sowell,75561285,29,104,53,28.58386317,27.02748115,4,5,8,0,1,1,2,4,1,0,51,70,51,1.267994314,63.29231505,226,260,47,172,142,THEORY,BACKEND,IA,intermediate_backend
Marquita Smith,11584014,68,57,53,16.45975846,10.84367338,4,7,1,1,1,3,4,0,0,1,68,66,64,14.55708127,18.72228267,163,136,105,111,6,THEORY,DATASCIENCE,BDD,intermediate_datascience
Jesse Schell,58472295,43,14,18,28.90182854,6.423232415,6,2,7,1,2,2,4,4,0,0,48,82,77,8.019769001,71.32120804,163,86,149,265,30,PRACTICE,BACKEND,IA,intermediate_backend
Paul Massa,53428740,44,56,49,33.51126307,34.36149185,4,1,3,1,0,5,3,3,0,0,73,65,89,58.02518993,28.8388262,404,85,432,220,178,PRACTICE,FRONTEND,BDD,intermediate_frontend
Sherry Morey,77820233,70,47,51,16.63462808,11.68221223,2,6,5,1,2,1,5,0,0,1,61,46,55,44.32960537,10.35779463,40,134,219,22,68,THEORY,DATASCIENCE,BDD,intermediate_datascience
John Moorehead,22049419,49,52,5,35.68260108,15.63594171,7,2,7,2,1,1,5,1,0,0,70,74,73,43.0166848,48.89461432,268,7,20,113,110,THEORY,BACKEND,BDD,intermediate_backend
Priscilla Catron,78334652,55,56,18,20.2280723,34.35932107,7,7,5,2,2,4,2,4,2,1,71,73,54,66.33747293,2.382444705,38,25,75,67,192,THEORY,BACKEND,BDD,intermediate_backend
Brandon Tobey,30405338,8,39,71,5.058446645,36.88379846,4,1,2,1,2,5,4,7,1,0,88,91,100,15.67359268,78.08061516,35,251,100,16,325,THEORY,FRONTEND,IA,intermediate_frontend
Lamont Salazar,65636397,86,80,40,54.48355513,53.9793382,5,0,0,1,0,4,6,5,1,0,45,62,80,7.343791272,4.053671702,307,239,90,400,9,THEORY,BACKEND,BDD,intermediate_backend
Eileen Epperson,71120129,59,43,52,31.61070636,33.66487817,5,5,7,0,0,1,3,1,1,1,52,67,58,47.2723584,26.71377914,420,358,224,238,176,PRACTICE,DATASCIENCE,BDD,intermediate_datascience
Amy Richardson,33088749,17,65,24,1.534926091,23.84265616,5,4,5,0,1,5,0,1,2,2,62,70,71,40.10710908,10.03322636,55,354,90,2,203,PRACTICE,BACKEND,BDD,intermediate_backend
Steven Olivarez,41410694,9,42,14,7.51772246,11.43468309,4,4,1,0,2,8,3,1,0,2,57,67,88,31.78326882,31.52718118,36,1,58,21,83,THEORY,BACKEND,IA,intermediate_backend
Randal Myatt,13773307,41,60,77,13.15198266,27.25606459,4,3,5,1,1,2,5,2,2,2,47,46,28,34.77500466,44.04293405,300,160,729,26,88,PRACTICE,BACKEND,IA,intermediate_backend
Carol Herzog,14305911,0,38,68,0,30.67104749,5,2,7,0,2,0,0,5,0,2,58,70,70,16.33693607,9.984928878,0,323,470,0,107,PRACTICE,FRONTEND,IA,intermediate_frontend
David Nein,80065430,0,77,52,0,35.13507242,3,5,2,1,2,6,5,5,2,1,83,82,95,49.37538062,8.815852812,0,187,352,0,142,THEORY,BACKEND,BDD,intermediate_backend
Ardis Miller,41187439,0,56,58,0,47.41662289,3,3,3,2,0,2,6,4,1,0,73,77,71,31.16362533,15.23873648,0,341,255,0,331,PRACTICE,BACKEND,IA,intermediate_backend
Leah Taylor,34977427,31,39,40,21.00449522,38.56210725,0,7,1,1,2,5,7,1,2,1,51,68,70,15.65559396,63.81627404,40,308,368,40,212,PRACTICE,FRONTEND,IA,intermediate_frontend
Armando Wilkins,13175326,30,7,79,0.497634868,0.50418666,3,2,2,2,0,10,5,0,0,1,70,85,45,61.34181303,23.89884582,176,18,50,1,2,THEORY,FRONTEND,BDD,intermediate_frontend
Anne Myers,21946690,17,6,36,8.705581991,0.272460937,3,2,10,2,2,4,3,1,1,1,80,100,81,12.85294139,60.701756,11,11,27,4,2,THEORY,FRONTEND,IA,intermediate_frontend
Michael Taylor,82605229,17,77,31,3.850428178,11.51840712,3,4,3,1,1,5,8,2,1,0,72,66,64,1.287871805,19.0470346,72,481,9,14,24,THEORY,BACKEND,IA,intermediate_backend
Peter Salazar,84020110,24,15,46,15.48414697,5.765545136,4,1,8,0,1,3,2,3,0,2,69,75,74,24.77814057,53.97004375,157,23,251,88,54,PRACTICE,FRONTEND,IA,intermediate_frontend
Mark Wood,20782587,22,29,27,3.836061438,3.800224065,2,8,5,1,2,4,4,3,0,1,69,83,49,13.68991575,52.38637214,148,224,218,30,8,PRACTICE,BACKEND,IA,intermediate_backend
Fredrick Hegyi,45669493,30,57,24,20.72813214,49.62787522,2,5,1,0,0,3,5,5,2,1,40,87,77,32.44115796,83.48713604,209,550,134,6,182,PRACTICE,BACKEND,IA,intermediate_backend
Marlon Norman,35315429,22,40,0,8.508177619,0.925850041,1,1,1,2,0,0,5,3,0,0,86,62,46,10.89054091,20.38858856,31,319,0,78,6,PRACTICE,DATASCIENCE,IA,intermediate_datascience
Jon Byrant,82502365,18,14,15,16.8611398,4.421098029,0,3,7,2,0,2,4,2,0,0,66,67,80,61.87426656,20.9419417,83,77,64,131,3,PRACTICE,FRONTEND,BDD,intermediate_frontend
Loretta Dunn,25681920,32,46,0,4.400670213,8.495952957,7,3,4,2,2,0,4,0,0,1,87,71,76,14.57576635,55.32114068,296,281,0,12,51,PRACTICE,DATASCIENCE,IA,intermediate_datascience
Ken Young,50572563,29,26,36,9.89092418,24.22002258,2,7,3,2,1,2,4,2,1,0,58,74,59,51.57699059,11.70585607,55,178,337,15,100,PRACTICE,BACKEND,BDD,intermediate_backend
Jose Norton,63518746,52,55,18,5.900623105,36.82145527,5,4,5,1,0,4,3,5,0,1,68,64,67,11.4496581,46.59922305,73,377,126,41,131,THEORY,DATASCIENCE,IA,intermediate_datascience
Emily Theisen,22108921,6,41,58,5.54816171,37.39324051,4,5,3,2,1,1,5,4,1,1,51,78,44,2.444881107,60.22449756,42,25,428,17,306,PRACTICE,BACKEND,IA,intermediate_backend
Milton Ferguson,34986386,26,11,50,22.81082319,10.69561581,0,5,4,0,0,2,5,3,1,1,62,75,56,30.24655249,64.37889332,21,2,366,150,72,PRACTICE,FRONTEND,IA,intermediate_frontend
John Ness,2313388,74,43,33,19.08768045,21.37522448,4,8,0,0,2,2,2,0,1,0,70,93,67.1104446,24.94579994,64.15419239,360,72,115,155,30,THEORY,DATASCIENCE,IA,intermediate_datascience
Michelle Matelski,39586835,9,27,42,5.939856414,6.326615917,3,7,4,2,2,3,5,6,0,2,67,71,79,40.05499742,11.85914022,84,149,364,21,48,PRACTICE,FRONTEND,BDD,intermediate_frontend
Nicole Reynolds,51825736,65,86,61,53.11944301,16.66067561,4,2,5,1,0,3,6,6,0,1,47,63,76,30.11383882,21.16496024,294,578,313,526,25,PRACTICE,BACKEND,BDD,intermediate_backend
Velma Thomas,66846382,59,34,53,32.75684788,7.579241297,6,2,8,2,1,2,0,6,1,1,41,65,97,38.30956726,3.630996168,196,288,522,258,67,PRACTICE,FRONTEND,BDD,intermediate_frontend
Reynaldo Murray,8105364,15,21,3,7.944758675,14.88045946,1,4,1,2,0,6,0,2,2,1,78,100,73,74.31199551,75.27836258,96,91,16,76,104,PRACTICE,BACKEND,FRONTEND,intermediate_backend
Helen Clark,77832589,14,11,42,3.385932073,0.444903009,4,2,6,0,0,0,3,1,2,1,63,62,54,31.18348488,42.85098044,112,78,10,26,4,THEORY,FRONTEND,IA,intermediate_frontend
Sidney London,84038879,23,62,20,2.14136366,3.184386528,4,6,1,1,0,2,7,0,2,1,76,54,70,15.85872639,27.80278678,61,174,21,14,10,THEORY,BACKEND,IA,intermediate_backend
Kim Albaladejo,58019498,42,38,40,37.68306183,23.10943181,5,1,7,1,1,4,5,10,0,2,85,73,77,21.01775603,71.44376052,339,18,32,373,144,PRACTICE,DATASCIENCE,IA,intermediate_datascience
Brian Martin,36996255,9,14,45,8.103762514,8.988800054,4,2,7,0,0,0,3,3,1,1,34,78,86,3.389629316,24.94460352,11,75,420,60,46,PRACTICE,FRONTEND,IA,intermediate_frontend
Mary Mercuri,5629201,10,64,44,6.331014573,42.57682716,7,0,10,0,0,4,3,7,0,0,84,57,73,23.50933339,50.75533802,41,294,344,63,116,PRACTICE,BACKEND,IA,intermediate_backend
Anita Murphy,36012241,40,14,26,13.56119164,5.206327064,4,5,4,0,2,4,9,3,1,2,83,54,69,75.64514214,9.814843347,277,14,124,61,23,PRACTICE,DATASCIENCE,BDD,intermediate_datascience
Charles Laigo,56027469,40,91,23,13.96838298,73.34098487,5,1,6,1,1,7,10,6,2,1,45,42,55,16.40709582,40.1126887,59,887,193,19,279,PRACTICE,BACKEND,IA,intermediate_backend
Richard Markus,17152526,39,41,33,28.31227148,21.8786081,2,7,3,0,2,3,7,4,0,2,76,75,61,47.84356657,21.66083028,333,249,10,247,5,PRACTICE,BACKEND,BDD,intermediate_backend
Shirly Schiro,66395772,57,27,8,51.13528482,2.84757201,0,6,5,0,2,3,10,4,2,1,79,43,70,77.51822423,34.66854317,6,132,45,189,21,THEORY,DATASCIENCE,BDD,intermediate_datascience
Debra Sanchez,80037848,63,22,16,55.88644473,17.53618476,4,2,1,0,0,5,3,2,1,2,74,78,89,7.898486882,8.757952979,346,163,127,389,19,PRACTICE,DATASCIENCE,BDD,intermediate_datascience
Toni Harrington,23200815,30,25,77,23.39626638,23.82669466,4,1,5,2,0,0,1,4,2,1,31,69,82,24.03671321,28.23319858,23,71,746,24,106,PRACTICE,FRONTEND,IA,intermediate_frontend
Robert Biederman,15752255,28,22,48,17.97688609,1.320798886,2,4,6,1,0,1,3,3,1,0,65,81,87,45.47987593,78.23851926,276,94,95,112,7,THEORY,FRONTEND,IA,intermediate_frontend
Beth Manning,41482862,24,57,45,2.01935916,22.30702631,3,5,4,1,2,4,4,5,0,1,65,74,68,53.23760762,23.03220937,193,219,227,1,166,PRACTICE,BACKEND,BDD,intermediate_backend
Dennis Chase,44994062,27,113,65,4.363975281,55.08931307,6,7,4,2,1,5,3,1,0,2,88,44,44,12.07091111,34.34381988,177,322,545,10,511,PRACTICE,BACKEND,IA,intermediate_backend
Gertrude Grandi,23809101,45,63,45,40.43493848,9.227657885,5,1,0,1,1,5,6,2,2,0,67,84,100,33.61930811,40.69305418,121,619,370,364,87,PRACTICE,BACKEND,BDD,intermediate_backend
Noe Collins,58885055,8,1,41,4.851432477,0.867708948,4,2,1,0,2,4,4,4,0,2,63,75,81,39.81605211,45.39919529,8,5,158,17,5,THEORY,FRONTEND,IA,intermediate_frontend
Petra Rankin,3895324,36,25,56,0.331093858,7.103741122,4,3,3,2,2,3,3,3,1,2,65,70,73,49.40545015,41.8981705,161,155,21,1,35,THEORY,FRONTEND,BDD,intermediate_frontend
Debra Pacheco,60102442,34,29,80,3.450032457,22.70724766,1,3,6,0,1,5,2,2,1,1,50,70,53,35.63160748,39.91632111,239,54,113,19,152,THEORY,FRONTEND,IA,intermediate_frontend
Kathleen Moneypenny,9735234,45,41,70,29.85757961,27.51077376,5,3,6,0,0,2,0,4,2,0,50,79,72,28.54831978,38.18646734,378,113,401,124,133,PRACTICE,FRONTEND,IA,intermediate_frontend
Patricia Kaminski,66016623,74,50,40,0.374557205,29.90229112,6,0,3,0,1,5,4,3,1,1,77,52,83,36.12592183,9.911552258,240,384,345,0,87,PRACTICE,DATASCIENCE,IA,intermediate_datascience
Helen Bennett,20050902,62,39,38,9.970099188,7.493571099,0,6,5,0,2,1,4,0,0,2,51,52,53,48.0274829,0.636811471,127,207,317,86,61,PRACTICE,DATASCIENCE,BDD,intermediate_datascience
Violet Presley,48430518,61,61,41,33.47276115,13.46291475,4,1,7,1,0,3,6,4,2,0,61,40,62,11.08867047,27.0945258,406,378,133,208,22,PRACTICE,DATASCIENCE,BDD,intermediate_datascience
Mark Springer,96266523,4,83,49,2.767580791,3.929917594,6,5,3,2,0,1,4,4,2,1,52,84,42,10.62572969,59.30179342,36,571,130,1,37,PRACTICE,BACKEND,IA,intermediate_backend
Fredrick Spueler,45940137,17,20,41,11.08334141,4.814248596,5,5,1,2,1,0,2,5,0,2,65,58,86,7.219750059,44.88362735,163,139,241,54,1,PRACTICE,FRONTEND,IA,intermediate_frontend
Tonya Richardson,55409518,41,55,41,9.195041688,18.99939852,6,1,3,0,0,7,3,3,0,0,46,76,65,5.182910191,70.74474928,405,520,25,47,29,PRACTICE,BACKEND,IA,intermediate_backend
Michelle David,87890947,5,74,41,3.560896107,61.65275249,5,4,7,2,2,6,0,3,0,1,67,71,60,58.52373129,11.54175864,26,661,183,5,264,PRACTICE,BACKEND,IA,intermediate_backend
Debra Merrifield,79855320,16,52,25,3.7959854,19.05241867,3,3,2,2,1,1,3,7,2,0,63,71,75,38.21101208,63.22427263,46,360,217,17,11,PRACTICE,BACKEND,IA,intermediate_backend
Peter White,62528139,31,58,14,10.08739064,43.7680634,4,5,4,0,2,4,6,4,2,0,66,91,91,61.71603378,21.4636998,251,21,64,14,384,THEORY,BACKEND,BDD,intermediate_backend
Patricia Lahey,86653207,66,46,0,49.26843274,20.21434494,7,8,5,0,2,2,5,5,1,1,53,63,46,47.00384859,34.15671025,0,96,0,241,23,THEORY,DATASCIENCE,FRONTEND,intermediate_datascience
Eileen Headd,47758143,0,78,60,0,61.21972834,4,4,7,1,2,4,6,5,2,2,66,77,42,19.83395783,19.97031142,0,588,381,0,25,THEORY,BACKEND,IA,intermediate_backend
Beth Moreschi,5307264,0,69,30,0,67.36274043,9,6,9,1,1,1,3,3,2,1,57,64,65,36.5551405,8.888938048,0,96,263,0,592,PRACTICE,BACKEND,IA,intermediate_backend
Kimberly Austin,79240197,15,17,16,9.864193385,4.077306487,4,3,3,0,2,7,4,5,1,1,66,100,53,25.04288908,5.142062749,75,16,0,90,13,THEORY,BACKEND,BDD,intermediate_backend
Steven Her,38805351,15,35,15,8.52462905,30.18195642,8,4,8,1,2,3,2,7,2,0,82,77,74,71.84646741,26.45845865,108,125,135,59,82,THEORY,BACKEND,BDD,intermediate_backend
Lucia Tirey,85398426,35,47,28,3.278616874,29.22573206,2,5,7,1,0,5,2,1,1,1,100,75,46,73.42514688,72.84956418,302,85,161,2,134,THEORY,DATASCIENCE,FRONTEND,intermediate_datascience
Tom Massey,7281761,24,61,36,8.825179273,49.85494996,4,4,2,2,0,2,3,6,1,0,60,70,85,7.40887383,33.07864359,188,87,348,25,430,PRACTICE,BACKEND,IA,intermediate_backend
Lisa Fletcher,20832483,54,30,59,14.32092785,19.54757707,3,3,2,0,2,4,8,2,1,2,57,61,73,14.43743553,2.292094983,189,142,461,81,144,PRACTICE,FRONTEND,BDD,intermediate_frontend
Jean Hollinger,88107332,16,29,18,3.903834294,12.29453571,4,2,1,2,0,4,4,4,0,0,93,60,57,61.15483275,40.47926919,133,133,81,2,14,THEORY,DATASCIENCE,BDD,intermediate_datascience
Kimberly Quintanilla,38595066,56,22,35,54.48859107,5.017648668,5,2,6,2,1,3,4,3,0,1,46,57,62,11.32218249,11.50268688,333,131,169,470,41,PRACTICE,DATASCIENCE,BDD,intermediate_datascience
Susan Berry,81308731,39,29,28,15.33081126,2.031021535,5,0,7,0,0,6,4,9,2,1,88,74,82,46.99540485,4.322580225,351,59,254,120,18,PRACTICE,DATASCIENCE,BDD,intermediate_datascience
Alan Stroman,55269356,39,54,54,34.78981565,28.91799168,0,4,5,2,1,0,4,4,1,1,0,55,67,0,43.59182718,13,404,222,150,96,THEORY,FRONTEND,IA,intermediate_frontend
Aletha Banerjee,74476414,12,55,60,7.573663512,54.4679352,7,2,5,1,1,1,6,2,0,2,67,64,100,45.72927554,28.55839672,1,459,63,40,497,PRACTICE,FRONTEND,IA,intermediate_frontend
Margie Baker,45006941,22,18,39,17.48584868,13.28475249,1,5,5,1,0,1,5,3,1,1,77,75,89,5.776196506,73.28934776,95,40,338,42,29,THEORY,FRONTEND,IA,intermediate_frontend
Marcus Pease,26265532,49,26,54,24.62921756,8.510984076,3,8,3,1,0,5,4,5,1,1,63,74,69,45.43721114,52.89225905,158,171,273,102,17,THEORY,FRONTEND,BDD,intermediate_frontend
Matthew Sandstrom,40530122,28,39,12,16.15330877,32.2609872,3,4,4,1,1,8,0,8,0,0,80,84,62,26.96065844,24.24106675,229,255,32,112,117,PRACTICE,BACKEND,IA,intermediate_backend
Armando Mickey,87008338,78,65,42,38.41638012,49.98396001,5,3,5,1,2,8,6,5,1,1,34,50,67,15.41971945,49.0692245,626,52,367,317,205,PRACTICE,BACKEND,IA,intermediate_backend
Ivan Pritt,21080483,70,1,7,13.66700915,0.281635793,2,4,7,2,2,4,7,2,2,0,77,66,82,37.23540809,57.47358305,143,9,9,78,1,THEORY,DATASCIENCE,IA,intermediate_datascience
Vera Brewer,44791130,37,62,12,26.73072826,0.887064367,7,5,5,0,2,2,1,0,2,2,62,57,77,12.05137033,18.01513588,153,358,105,222,0,PRACTICE,BACKEND,BDD,intermediate_backend
Man Russell,54884131,0,58,29,0,6.853433035,7,4,8,2,2,7,0,6,2,1,78,64,74,73.48841148,18.59406334,0,297,217,0,15,PRACTICE,BACKEND,BDD,intermediate_backend
Ronald Matheny,64533328,41,57,3,0.996954624,50.00645285,7,2,7,2,0,0,3,0,2,2,74,62,76,0.012057267,31.15054332,124,286,20,9,238,THEORY,BACKEND,IA,intermediate_backend
Donald Fabela,50654621,46,21,52,29.69172561,17.56782374,3,6,4,1,0,3,4,4,0,1,83,89,86,30.93808454,48.21766768,444,153,263,39,94,PRACTICE,FRONTEND,IA,intermediate_frontend
Samuel Pruiett,86825063,87,10,60,15.40862911,2.952090009,4,8,4.048091374,1,1,4,5,0,0,1,50,62,79,6.426516046,35.87596168,270,37,413,135,3,THEORY,FRONTEND,IA,intermediate_frontend
Gordon Stoute,75943262,38,51,30,35.73742621,14.54496674,2,4,3,2,1,4,5,3,2,1,77,71,67,27.71419801,15.44458405,141,278,123,315,39,PRACTICE,BACKEND,BDD,intermediate_backend
Michael Mcguire,68125404,0,63,49,0,49.95049419,6,1,8,2,2,6,1,8,0,0,100,72,70,10.39468569,3.936448508,0,625,145,0,445,PRACTICE,BACKEND,IA,intermediate_backend
Christina Proctor,40542396,47,45,42,42.99862634,42.19818615,2,0,2,0,1,6,6,3,2,0,64,72,85,24.23723289,38.98955273,26,59,25,216,414,THEORY,FRONTEND,IA,intermediate_frontend
James Compton,10270,26,32,64,9.624126207,24.93239222,4,4,3,0,0,7,2,4,0,0,83,76,49,16.09199823,46.08527623,250,47,583,34,58,PRACTICE,FRONTEND,IA,intermediate_frontend
David Obryant,14778152,0,56,42,0,33.91240591,4,5,4,0,2,2,6,4,0,1,44,68,44,24.36653999,65.13986017,0,170,363,0,300,PRACTICE,BACKEND,IA,intermediate_backend
Edward Booth,27087451,21,60,53,19.49468981,14.56028102,2,4,4,0,2,2,5,3,1,1,72,55,78,0.86092489,29.90213372,13,18,116,77,6,THEORY,FRONTEND,IA,intermediate_frontend
Brian Madrid,67349743,17,57,42,7.279130521,29.9676311,6,6,1,0,2,6,2,4,2,1,64.93900101,78,54,32.86548365,12.19237573,9,359,405,9,173,PRACTICE,BACKEND,IA,intermediate_backend
Brandon Mattox,5068000,36,46,0,34.79957349,10.7415455,1,2,0,1,1,1,3,5,1,0,79,55,38,22.33824231,16.89999793,198,102,0,128,37,THEORY,DATASCIENCE,BDD,intermediate_datascience
Lara Peters,49479639,45,18,8,43.36289897,14.54420556,0,5,4,0,2,5,6,3,2,0,71,66,75,22.82354684,3.42964881,307,91,40,375,102,PRACTICE,DATASCIENCE,BDD,intermediate_datascience
Mary Brookshire,99528812,3,14,85,2.559028366,5.417455113,4,1,9,2,0,1,1,2,0,2,35,71,60,12.41383318,1.092762302,5,13,15,23,18,THEORY,FRONTEND,BDD,intermediate_frontend
Ronald Humes,83409223,52,67,16,15.31134239,55.85771354,2,4,6,1,2,3,3,5,2,0,53,75,46,34.59418308,35.84667497,240,427,148,11,49,THEORY,BACKEND,IA,intermediate_backend
Kenneth Perron,47685630,43,54,46,16.55920233,20.60689777,4,6,3,2,1,3,2,2,1,2,62,66,55,46.98188478,43.69146443,7,257,424,10,174,THEORY,BACKEND,IA,intermediate_backend
Julianne Rusher,50553487,12,24,40,10.21364006,19.77958572,3,6,4,1,1,5,4,5,1,2,72,64,64,23.7387171,60.88974577,108,120,388,19,194,PRACTICE,FRONTEND,IA,intermediate_frontend
Jerry Mccall,15819313,9,80,39,2.852298046,26.66542521,2,6,2,1,2,5,6,3,0,0,54,70,65,49.94956192,44.34785483,61,768,211,0,149,PRACTICE,BACKEND,IA,intermediate_backend
Pamela Thomas,44760382,73,42,0,12.37297051,18.48557359,9,2,7,0,2,3,5,2,1,1,52,67,70,38.80432162,12.13128423,261,65,0,96,116,THEORY,DATASCIENCE,BDD,intermediate_datascience
Kirk Shelton,19633769,8,60,1,4.4544101,36.92930516,1,1,4,2,1,0,4,3,0,0,76,69,57,30.69164143,62.59913003,42,146,2,3,259,THEORY,BACKEND,IA,intermediate_backend
Richard Pendry,40861964,45,41,22,42.12696484,2.881792175,5,3,7,0,0,2,4,5,0,2,42,80,74,4.10774121,70.3948751,445,55,2,208,24,THEORY,BACKEND,IA,intermediate_backend
