NAME,USER_ID,HOURS_DATASCIENCE,HOURS_BACKEND,HOURS_FRONTEND,HOURS_IA,HOURS_BDD,NUM_COURSES_BEGINNER_DATASCIENCE,NUM_COURSES_BEGINNER_BACKEND,NUM_COURSES_BEGINNER_FRONTEND,NUM_COURSES_BEGINNER_IA,NUM_COURSES_BEGINNER_BDD,NUM_COURSES_ADVANCED_DATASCIENCE,NUM_COURSES_ADVANCED_BACKEND,NUM_COURSES_ADVANCED_FRONTEND,NUM_COURSES_ADVANCED_IA,NUM_COURSES_ADVANCED_BDD,AVG_SCORE_DATASCIENCE,AVG_SCORE_BACKEND,AVG_SCORE_FRONTEND,AVG_SCORE_IA,AVG_SCORE_BDD,PROFILE,FAV_COURS,HAT_COURS
Lashawn Aburto,58240070,15,51,17,2.173423081,11.89841667,2,3,4,2,1,2,5,3,2,2,78,76,69,49.11731597,51.62306165,intermediate_backend,BACKEND,IA
Douglas Lynn,58343900,21,42,7,10.27850797,26.58689122,7,4,9,0,2,0,0,5,0,2,89,78,75,31.49661222,53.12621951,intermediate_backend,BACKEND,IA
Gregory Sowell,75561285,29,104,53,28.58386317,27.02748115,4,5,8,0,1,1,2,4,1,0,51,70,51,1.267994314,63.29231505,intermediate_backend,BACKEND,IA
Marquita Smith,11584014,68,57,53,16.45975846,10.84367338,4,7,1,1,1,3,4,0,0,1,68,66,64,14.55708127,18.72228267,intermediate_datascience,DATASCIENCE,BDD
Jesse Schell,58472295,43,14,18,28.90182854,6.423232415,6,2,7,1,2,2,4,4,0,0,48,82,77,8.019769001,71.32120804,intermediate_backend,BACKEND,IA
Paul Massa,53428740,44,56,49,33.51126307,34.36149185,4,1,3,1,0,5,3,3,0,0,73,65,89,58.02518993,28.8388262,intermediate_frontend,FRONTEND,BDD
Sherry Morey,77820233,70,47,51,16.63462808,11.68221223,2,6,5,1,2,1,5,0,0,1,61,46,55,44.32960537,10.35779463,intermediate_datascience,DATASCIENCE,BDD
John Moorehead,22049419,49,52,5,35.68260108,15.63594171,7,2,7,2,1,1,5,1,0,0,70,74,73,43.0166848,48.89461432,intermediate_backend,BACKEND,BDD
Priscilla Catron,78334652,55,56,18,20.2280723,34.35932107,7,7,5,2,2,4,2,4,2,1,71,73,54,66.33747293,2.382444705,intermediate_backend,BACKEND,BDD
Brandon Tobey,30405338,8,39,71,5.058446645,36.88379846,4,1,2,1,2,5,4,7,1,0,88,91,100,15.67359268,78.08061516,intermediate_frontend,FRONTEND,IA
Lamont Salazar,65636397,86,80,40,54.48355513,53.9793382,5,0,0,1,0,4,6,5,1,0,45,62,80,7.343791272,4.053671702,intermediate_backend,BACKEND,BDD
Eileen Epperson,71120129,59,43,52,31.61070636,33.66487817,5,5,7,0,0,1,3,1,1,1,52,67,58,47.2723584,26.71377914,intermediate_datascience,DATASCIENCE,BDD
Amy Richardson,33088749,17,65,24,1.534926091,23.84265616,5,4,5,0,1,5,0,1,2,2,62,70,71,40.10710908,10.03322636,intermediate_backend,BACKEND,BDD
Steven Olivarez,41410694,9,42,14,7.51772246,11.43468309,4,4,1,0,2,8,3,1,0,2,57,67,88,31.78326882,31.52718118,intermediate_backend,BACKEND,IA
Randal Myatt,13773307,41,60,77,13.15198266,27.25606459,4,3,5,1,1,2,5,2,2,2,47,46,28,34.77500466,44.04293405,intermediate_backend,BACKEND,IA
Carol Herzog,14305911,0,38,68,0,30.67104749,5,2,7,0,2,0,0,5,0,2,58,70,70,16.33693607,9.984928878,intermediate_frontend,FRONTEND,IA
David Nein,80065430,0,77,52,0,35.13507242,3,5,2,1,2,6,5,5,2,1,83,82,95,49.37538062,8.815852812,intermediate_backend,BACKEND,BDD
Ardis Miller,41187439,0,56,58,0,47.41662289,3,3,3,2,0,2,6,4,1,0,73,77,71,31.16362533,15.23873648,intermediate_backend,BACKEND,IA
Leah Taylor,34977427,31,39,40,21.00449522,38.56210725,0,7,1,1,2,5,7,1,2,1,51,68,70,15.65559396,63.81627404,intermediate_frontend,FRONTEND,IA
Armando Wilkins,13175326,30,7,79,0.497634868,0.50418666,3,2,2,2,0,10,5,0,0,1,70,85,45,61.34181303,23.89884582,intermediate_frontend,FRONTEND,BDD
Anne Myers,21946690,17,6,36,8.705581991,0.272460937,3,2,10,2,2,4,3,1,1,1,80,100,81,12.85294139,60.701756,intermediate_frontend,FRONTEND,IA
Michael Taylor,82605229,17,77,31,3.850428178,11.51840712,3,4,3,1,1,5,8,2,1,0,72,66,64,1.287871805,19.0470346,intermediate_backend,BACKEND,IA
Peter Salazar,84020110,24,15,46,15.48414697,5.765545136,4,1,8,0,1,3,2,3,0,2,69,75,74,24.77814057,53.97004375,intermediate_frontend,FRONTEND,IA
Mark Wood,20782587,22,29,27,3.836061438,3.800224065,2,8,5,1,2,4,4,3,0,1,69,83,49,13.68991575,52.38637214,intermediate_backend,BACKEND,IA
Fredrick Hegyi,45669493,30,57,24,20.72813214,49.62787522,2,5,1,0,0,3,5,5,2,1,40,87,77,32.44115796,83.48713604,intermediate_backend,BACKEND,IA
Marlon Norman,35315429,22,40,0,8.508177619,0.925850041,1,1,1,2,0,0,5,3,0,0,86,62,46,10.89054091,20.38858856,intermediate_datascience,DATASCIENCE,IA
Jon Byrant,82502365,18,14,15,16.8611398,4.421098029,0,3,7,2,0,2,4,2,0,0,66,67,80,61.87426656,20.9419417,intermediate_frontend,FRONTEND,BDD
Loretta Dunn,25681920,32,46,0,4.400670213,8.495952957,7,3,4,2,2,0,4,0,0,1,87,71,76,14.57576635,55.32114068,intermediate_datascience,DATASCIENCE,IA
Ken Young,50572563,29,26,36,9.89092418,24.22002258,2,7,3,2,1,2,4,2,1,0,58,74,59,51.57699059,11.70585607,intermediate_backend,BACKEND,BDD
Jose Norton,63518746,52,55,18,5.900623105,36.82145527,5,4,5,1,0,4,3,5,0,1,68,64,67,11.4496581,46.59922305,intermediate_datascience,DATASCIENCE,IA
Emily Theisen,22108921,6,41,58,5.54816171,37.39324051,4,5,3,2,1,1,5,4,1,1,51,78,44,2.444881107,60.22449756,intermediate_backend,BACKEND,IA
Milton Ferguson,34986386,26,11,50,22.81082319,10.69561581,0,5,4,0,0,2,5,3,1,1,62,75,56,30.24655249,64.37889332,intermediate_frontend,FRONTEND,IA
John Ness,2313388,74,43,33,19.08768045,21.37522448,4,8,0,0,2,2,2,0,1,0,70,93,67.1104446,24.94579994,64.15419239,intermediate_datascience,DATASCIENCE,IA
Michelle Matelski,39586835,9,27,42,5.939856414,6.326615917,3,7,4,2,2,3,5,6,0,2,67,71,79,40.05499742,11.85914022,intermediate_frontend,FRONTEND,BDD
Nicole Reynolds,51825736,65,86,61,53.11944301,16.66067561,4,2,5,1,0,3,6,6,0,1,47,63,76,30.11383882,21.16496024,intermediate_backend,BACKEND,BDD
Velma Thomas,66846382,59,34,53,32.75684788,7.579241297,6,2,8,2,1,2,0,6,1,1,41,65,97,38.30956726,3.630996168,intermediate_frontend,FRONTEND,BDD
Reynaldo Murray,8105364,15,21,3,7.944758675,14.88045946,1,4,1,2,0,6,0,2,2,1,78,100,73,74.31199551,75.27836258,intermediate_backend,BACKEND,FRONTEND
Helen Clark,77832589,14,11,42,3.385932073,0.444903009,4,2,6,0,0,0,3,1,2,1,63,62,54,31.18348488,42.85098044,intermediate_frontend,FRONTEND,IA
Sidney London,84038879,23,62,20,2.14136366,3.184386528,4,6,1,1,0,2,7,0,2,1,76,54,70,15.85872639,27.80278678,intermediate_backend,BACKEND,IA
Kim Albaladejo,58019498,42,38,40,37.68306183,23.10943181,5,1,7,1,1,4,5,10,0,2,85,73,77,21.01775603,71.44376052,intermediate_datascience,DATASCIENCE,IA
Brian Martin,36996255,9,14,45,8.103762514,8.988800054,4,2,7,0,0,0,3,3,1,1,34,78,86,3.389629316,24.94460352,intermediate_frontend,FRONTEND,IA
Mary Mercuri,5629201,10,64,44,6.331014573,42.57682716,7,0,10,0,0,4,3,7,0,0,84,57,73,23.50933339,50.75533802,intermediate_backend,BACKEND,IA
Anita Murphy,36012241,40,14,26,13.56119164,5.206327064,4,5,4,0,2,4,9,3,1,2,83,54,69,75.64514214,9.814843347,intermediate_datascience,DATASCIENCE,BDD
Charles Laigo,56027469,40,91,23,13.96838298,73.34098487,5,1,6,1,1,7,10,6,2,1,45,42,55,16.40709582,40.1126887,intermediate_backend,BACKEND,IA
Richard Markus,17152526,39,41,33,28.31227148,21.8786081,2,7,3,0,2,3,7,4,0,2,76,75,61,47.84356657,21.66083028,intermediate_backend,BACKEND,BDD
Shirly Schiro,66395772,57,27,8,51.13528482,2.84757201,0,6,5,0,2,3,10,4,2,1,79,43,70,77.51822423,34.66854317,intermediate_datascience,DATASCIENCE,BDD
Debra Sanchez,80037848,63,22,16,55.88644473,17.53618476,4,2,1,0,0,5,3,2,1,2,74,78,89,7.898486882,8.757952979,intermediate_datascience,DATASCIENCE,BDD
Toni Harrington,23200815,30,25,77,23.39626638,23.82669466,4,1,5,2,0,0,1,4,2,1,31,69,82,24.03671321,28.23319858,intermediate_frontend,FRONTEND,IA
Robert Biederman,15752255,28,22,48,17.97688609,1.320798886,2,4,6,1,0,1,3,3,1,0,65,81,87,45.47987593,78.23851926,intermediate_frontend,FRONTEND,IA
Beth Manning,41482862,24,57,45,2.01935916,22.30702631,3,5,4,1,2,4,4,5,0,1,65,74,68,53.23760762,23.03220937,intermediate_backend,BACKEND,BDD
Dennis Chase,44994062,27,113,65,4.363975281,55.08931307,6,7,4,2,1,5,3,1,0,2,88,44,44,12.07091111,34.34381988,intermediate_backend,BACKEND,IA
Gertrude Grandi,23809101,45,63,45,40.43493848,9.227657885,5,1,0,1,1,5,6,2,2,0,67,84,100,33.61930811,40.69305418,intermediate_backend,BACKEND,BDD
Noe Collins,58885055,8,1,41,4.851432477,0.867708948,4,2,1,0,2,4,4,4,0,2,63,75,81,39.81605211,45.39919529,intermediate_frontend,FRONTEND,IA
Petra Rankin,3895324,36,25,56,0.331093858,7.103741122,4,3,3,2,2,3,3,3,1,2,65,70,73,49.40545015,41.8981705,intermediate_frontend,FRONTEND,BDD
Debra Pacheco,60102442,34,29,80,3.450032457,22.70724766,1,3,6,0,1,5,2,2,1,1,50,70,53,35.63160748,39.91632111,intermediate_frontend,FRONTEND,IA
Kathleen Moneypenny,9735234,45,41,70,29.85757961,27.51077376,5,3,6,0,0,2,0,4,2,0,50,79,72,28.54831978,38.18646734,intermediate_frontend,FRONTEND,IA
Patricia Kaminski,66016623,74,50,40,0.374557205,29.90229112,6,0,3,0,1,5,4,3,1,1,77,52,83,36.12592183,9.911552258,intermediate_datascience,DATASCIENCE,IA
Helen Bennett,20050902,62,39,38,9.970099188,7.493571099,0,6,5,0,2,1,4,0,0,2,51,52,53,48.0274829,0.636811471,intermediate_datascience,DATASCIENCE,BDD
Violet Presley,48430518,61,61,41,33.47276115,13.46291475,4,1,7,1,0,3,6,4,2,0,61,40,62,11.08867047,27.0945258,intermediate_datascience,DATASCIENCE,BDD
Mark Springer,96266523,4,83,49,2.767580791,3.929917594,6,5,3,2,0,1,4,4,2,1,52,84,42,10.62572969,59.30179342,intermediate_backend,BACKEND,IA
Fredrick Spueler,45940137,17,20,41,11.08334141,4.814248596,5,5,1,2,1,0,2,5,0,2,65,58,86,7.219750059,44.88362735,intermediate_frontend,FRONTEND,IA
Tonya Richardson,55409518,41,55,41,9.195041688,18.99939852,6,1,3,0,0,7,3,3,0,0,46,76,65,5.182910191,70.74474928,intermediate_backend,BACKEND,IA
Michelle David,87890947,5,74,41,3.560896107,61.65275249,5,4,7,2,2,6,0,3,0,1,67,71,60,58.52373129,11.54175864,intermediate_backend,BACKEND,IA
Debra Merrifield,79855320,16,52,25,3.7959854,19.05241867,3,3,2,2,1,1,3,7,2,0,63,71,75,38.21101208,63.22427263,intermediate_backend,BACKEND,IA
Peter White,62528139,31,58,14,10.08739064,43.7680634,4,5,4,0,2,4,6,4,2,0,66,91,91,61.71603378,21.4636998,intermediate_backend,BACKEND,BDD
Patricia Lahey,86653207,66,46,0,49.26843274,20.21434494,7,8,5,0,2,2,5,5,1,1,53,63,46,47.00384859,34.15671025,intermediate_datascience,DATASCIENCE,FRONTEND
Eileen Headd,47758143,0,78,60,0,61.21972834,4,4,7,1,2,4,6,5,2,2,66,77,42,19.83395783,19.97031142,intermediate_backend,BACKEND,IA
Beth Moreschi,5307264,0,69,30,0,67.36274043,9,6,9,1,1,1,3,3,2,1,57,64,65,36.5551405,8.888938048,intermediate_backend,BACKEND,IA
Kimberly Austin,79240197,15,17,16,9.864193385,4.077306487,4,3,3,0,2,7,4,5,1,1,66,100,53,25.04288908,5.142062749,intermediate_backend,BACKEND,BDD
Steven Her,38805351,15,35,15,8.52462905,30.18195642,8,4,8,1,2,3,2,7,2,0,82,77,74,71.84646741,26.45845865,intermediate_backend,BACKEND,BDD
Lucia Tirey,85398426,35,47,28,3.278616874,29.22573206,2,5,7,1,0,5,2,1,1,1,100,75,46,73.42514688,72.84956418,intermediate_datascience,DATASCIENCE,FRONTEND
Tom Massey,7281761,24,61,36,8.825179273,49.85494996,4,4,2,2,0,2,3,6,1,0,60,70,85,7.40887383,33.07864359,intermediate_backend,BACKEND,IA
Lisa Fletcher,20832483,54,30,59,14.32092785,19.54757707,3,3,2,0,2,4,8,2,1,2,57,61,73,14.43743553,2.292094983,intermediate_frontend,FRONTEND,BDD
Jean Hollinger,88107332,16,29,18,3.903834294,12.29453571,4,2,1,2,0,4,4,4,0,0,93,60,57,61.15483275,40.47926919,intermediate_datascience,DATASCIENCE,BDD
Kimberly Quintanilla,38595066,56,22,35,54.48859107,5.017648668,5,2,6,2,1,3,4,3,0,1,46,57,62,11.32218249,11.50268688,intermediate_datascience,DATASCIENCE,BDD
Susan Berry,81308731,39,29,28,15.33081126,2.031021535,5,0,7,0,0,6,4,9,2,1,88,74,82,46.99540485,4.322580225,intermediate_datascience,DATASCIENCE,BDD
Alan Stroman,55269356,39,54,54,34.78981565,28.91799168,0,4,5,2,1,0,4,4,1,1,0,55,67,0,43.59182718,intermediate_frontend,FRONTEND,IA
Aletha Banerjee,74476414,12,55,60,7.573663512,54.4679352,7,2,5,1,1,1,6,2,0,2,67,64,100,45.72927554,28.55839672,intermediate_frontend,FRONTEND,IA
Margie Baker,45006941,22,18,39,17.48584868,13.28475249,1,5,5,1,0,1,5,3,1,1,77,75,89,5.776196506,73.28934776,intermediate_frontend,FRONTEND,IA
Marcus Pease,26265532,49,26,54,24.62921756,8.510984076,3,8,3,1,0,5,4,5,1,1,63,74,69,45.43721114,52.89225905,intermediate_frontend,FRONTEND,BDD
Matthew Sandstrom,40530122,28,39,12,16.15330877,32.2609872,3,4,4,1,1,8,0,8,0,0,80,84,62,26.96065844,24.24106675,intermediate_backend,BACKEND,IA
Armando Mickey,87008338,78,65,42,38.41638012,49.98396001,5,3,5,1,2,8,6,5,1,1,34,50,67,15.41971945,49.0692245,intermediate_backend,BACKEND,IA
Ivan Pritt,21080483,70,1,7,13.66700915,0.281635793,2,4,7,2,2,4,7,2,2,0,77,66,82,37.23540809,57.47358305,intermediate_datascience,DATASCIENCE,IA
Vera Brewer,44791130,37,62,12,26.73072826,0.887064367,7,5,5,0,2,2,1,0,2,2,62,57,77,12.05137033,18.01513588,intermediate_backend,BACKEND,BDD
Man Russell,54884131,0,58,29,0,6.853433035,7,4,8,2,2,7,0,6,2,1,78,64,74,73.48841148,18.59406334,intermediate_backend,BACKEND,BDD
Ronald Matheny,64533328,41,57,3,0.996954624,50.00645285,7,2,7,2,0,0,3,0,2,2,74,62,76,0.012057267,31.15054332,intermediate_backend,BACKEND,IA
Donald Fabela,50654621,46,21,52,29.69172561,17.56782374,3,6,4,1,0,3,4,4,0,1,83,89,86,30.93808454,48.21766768,intermediate_frontend,FRONTEND,IA
Samuel Pruiett,86825063,87,10,60,15.40862911,2.952090009,4,8,4.048091374,1,1,4,5,0,0,1,50,62,79,6.426516046,35.87596168,intermediate_frontend,FRONTEND,IA
Gordon Stoute,75943262,38,51,30,35.73742621,14.54496674,2,4,3,2,1,4,5,3,2,1,77,71,67,27.71419801,15.44458405,intermediate_backend,BACKEND,BDD
Michael Mcguire,68125404,0,63,49,0,49.95049419,6,1,8,2,2,6,1,8,0,0,100,72,70,10.39468569,3.936448508,intermediate_backend,BACKEND,IA
Christina Proctor,40542396,47,45,42,42.99862634,42.19818615,2,0,2,0,1,6,6,3,2,0,64,72,85,24.23723289,38.98955273,intermediate_frontend,FRONTEND,IA
James Compton,10270,26,32,64,9.624126207,24.93239222,4,4,3,0,0,7,2,4,0,0,83,76,49,16.09199823,46.08527623,intermediate_frontend,FRONTEND,IA
David Obryant,14778152,0,56,42,0,33.91240591,4,5,4,0,2,2,6,4,0,1,44,68,44,24.36653999,65.13986017,intermediate_backend,BACKEND,IA
Edward Booth,27087451,21,60,53,19.49468981,14.56028102,2,4,4,0,2,2,5,3,1,1,72,55,78,0.86092489,29.90213372,intermediate_frontend,FRONTEND,IA
Brian Madrid,67349743,17,57,42,7.279130521,29.9676311,6,6,1,0,2,6,2,4,2,1,64.93900101,78,54,32.86548365,12.19237573,intermediate_backend,BACKEND,IA
Brandon Mattox,5068000,36,46,0,34.79957349,10.7415455,1,2,0,1,1,1,3,5,1,0,79,55,38,22.33824231,16.89999793,intermediate_datascience,DATASCIENCE,BDD
Lara Peters,49479639,45,18,8,43.36289897,14.54420556,0,5,4,0,2,5,6,3,2,0,71,66,75,22.82354684,3.42964881,intermediate_datascience,DATASCIENCE,BDD
Mary Brookshire,99528812,3,14,85,2.559028366,5.417455113,4,1,9,2,0,1,1,2,0,2,35,71,60,12.41383318,1.092762302,intermediate_frontend,FRONTEND,BDD
Ronald Humes,83409223,52,67,16,15.31134239,55.85771354,2,4,6,1,2,3,3,5,2,0,53,75,46,34.59418308,35.84667497,intermediate_backend,BACKEND,IA
Kenneth Perron,47685630,43,54,46,16.55920233,20.60689777,4,6,3,2,1,3,2,2,1,2,62,66,55,46.98188478,43.69146443,intermediate_backend,BACKEND,IA
Julianne Rusher,50553487,12,24,40,10.21364006,19.77958572,3,6,4,1,1,5,4,5,1,2,72,64,64,23.7387171,60.88974577,intermediate_frontend,FRONTEND,IA
Jerry Mccall,15819313,9,80,39,2.852298046,26.66542521,2,6,2,1,2,5,6,3,0,0,54,70,65,49.94956192,44.34785483,intermediate_backend,BACKEND,IA
Pamela Thomas,44760382,73,42,0,12.37297051,18.48557359,9,2,7,0,2,3,5,2,1,1,52,67,70,38.80432162,12.13128423,intermediate_datascience,DATASCIENCE,BDD
Kirk Shelton,19633769,8,60,1,4.4544101,36.92930516,1,1,4,2,1,0,4,3,0,0,76,69,57,30.69164143,62.59913003,intermediate_backend,BACKEND,IA
Richard Pendry,40861964,45,41,22,42.12696484,2.881792175,5,3,7,0,0,2,4,5,0,2,42,80,74,4.10774121,70.3948751,intermediate_backend,BACKEND,IA
David Lovins,39499156,56,45,50,38.97766861,42.66931778,4,4,5,2,0,0,2,1,0,1,74,40,69,41.46516583,16.30444738,intermediate_datascience,DATASCIENCE,BDD
Edward Hodges,23102212,31,28,66,17.67189627,16.06096201,3,4,1,2,2,5,5,1,0,0,72,54,57,44.19110504,28.21436078,intermediate_frontend,FRONTEND,BDD
Everett Reveles,45923818,23,40,25,2.235059357,20.31280059,5,5,3,0,2,4,6,2,0,1,83,76,71,11.31342452,37.951674,intermediate_backend,BACKEND,IA
Cynthia Elwood,85472340,29,47,43,17.83520957,39.45151664,3,4,5,0,2,3,4,4,1,2,76,90,80,64.75385994,39.63085355,intermediate_backend,BACKEND,BDD
Ronnie Williams,22790912,25,17,34,24.75134625,14.71796641,1,3,9,1,1,3,5,2,1,0,86,79,63,32.80282556,26.05180411,intermediate_datascience,DATASCIENCE,BDD
Norma Hurtado,80368418,36,10,79,5.043024549,5.222604045,1,1,0,1,1,7,3,2,1,1,55,73,58,8.380356833,72.03856436,intermediate_frontend,FRONTEND,IA
Karen Liston,92723117,33,41,19,17.10487853,38.01775536,2,6,2,1,2,1,8,1,1,2,95,57,64,49.48348115,51.76858202,intermediate_datascience,DATASCIENCE,IA
Joyce Smith,69306145,18,49,15,15.79271529,3.172150538,4,3,4,2,1,5,3,4,0,0,65,84,60,27.4326294,28.00779886,intermediate_backend,BACKEND,BDD
Magdalena Felipe,47816650,56,24,41,41.48304259,2.717419014,2,4,5,0,1,0,5,3,2,0,52,54,44,33.39218675,33.16844675,intermediate_datascience,DATASCIENCE,BDD
Trisha Lively,97750451,80,69,12,55.76125928,41.17838787,6,2,6,1,0,4,10,5,2,1,52,59,62,8.973685186,5.040361421,intermediate_datascience,DATASCIENCE,BDD
Dante Galyean,12350917,82,71,65,57.60369489,25.13867619,4,7,1,0,1,4,4,0,2,1,73,62,56,1.515747852,46.21102148,intermediate_datascience,DATASCIENCE,IA
Tony Bemis,22131418,49,7,24,17.61506641,3.249576163,2,4,4,1,2,4,7,4,2,1,73,49,67,34.78174379,41.34151431,intermediate_datascience,DATASCIENCE,BDD
Joshua Hansen,43678215,55,58,85,16.14755143,19.02859464,2,1,5,1,0,5,4,7,1,0,54,67,94,8.488709697,31.2768656,intermediate_frontend,FRONTEND,IA
Marcus Haley,1602313,21,38,41,16.99658427,15.37956183,5,4,1,0,1,5,5,2,0,1,84,71,85,13.14163029,5.392355429,intermediate_frontend,FRONTEND,BDD
Agnes Horton,24723224,26,30,29,21.06294826,24.67939041,3,2,8,1,0,0,4,3,1,1,65,78,88,44.06513409,45.42306055,intermediate_frontend,FRONTEND,IA
Micheal Mclean,56351000,29,60,10,25.14509724,35.60857199,6,4,4,0,1,4,5,2,1,1,53,68,73,13.71485896,3.732329712,intermediate_backend,BACKEND,IA
Mary Hill,39571214,43,50,63,39.26934376,49.86722746,3,7,1,1,1,3,6,1,1,0,64,58,49,53.75927813,47.32471818,intermediate_frontend,FRONTEND,IA
Allen Estrada,30304238,51,48,26,26.07846234,37.7702015,5,2,3,0,0,3,8,1,0,0,70,44,49,36.03179886,25.74100889,intermediate_datascience,DATASCIENCE,IA
Charlie Sandoval,82580482,29,7,15,14.54397255,1.915663779,6,4,6,1,1,3,6,10,1,2,82,99,59,49.86261996,86.21672321,intermediate_datascience,DATASCIENCE,IA
Joseph Hutchinson,9178442,12,20,55,9.579542148,5.286902355,4,5,0,1,2,5,9,1,0,0,78,62,89,25.03065158,23.49442632,intermediate_frontend,FRONTEND,BDD
Jerry Egan,48678721,17,28,2,11.04938682,9.405151563,6,4,6,2,1,8,2,9,2,0,89,76,50,19.91952833,19.01182994,intermediate_datascience,DATASCIENCE,BDD
Jamie Amick,63267262,78,58,63,54.75341643,48.90904988,1,3,0,0,0,7,6,3,1,1,68,99,77,10.80978606,92.9309112,intermediate_backend,BACKEND,IA
Dorothy Bradley,96685412,57,30,24,45.36018216,0.81862952,2,6,3,1,0,1,6,3,0,1,77,58,58,54.44531052,52.24607062,intermediate_datascience,DATASCIENCE,BDD
Gene Brown,82440503,1,25,38,0.890005342,5.754531972,4,4,10,2,1,0,1,4,1,0,63,87,88,43.41515962,5.744217081,intermediate_frontend,FRONTEND,BDD
Dana Pope,1412274,96,43,44,32.44753506,38.91149207,5,7,1,0,2,5,4,1,2,0,71,68,83,34.98005038,58.70347501,intermediate_datascience,DATASCIENCE,IA
Billy Dean,60510259,39,57,58,14.64773515,36.47409686,3,4,5,1,1,5,5,3,0,1,75,53,68,58.59818936,49.18513963,intermediate_frontend,FRONTEND,IA
Brandy Coble,92382314,40,67,42,3.759277594,15.1987554,6,6,1,1,1,2,5,6,2,1,82,50,35,65.81254276,22.65985404,intermediate_datascience,DATASCIENCE,BDD
David Martin,76731750,20,52,39,11.56560282,11.39553835,7,3,8,1,1,4,4,8,2,1,79,62,81,34.93219289,55.3478786,intermediate_frontend,FRONTEND,IA
Jordan Johnson,54915829,45,47,36,1.617402321,40.54305078,5,3,6,0,1,3,5,5,0,2,68,73,71,44.27853226,32.65161395,intermediate_backend,BACKEND,IA
Edna Jackson,86815804,12,2,55,5.587176218,1.787515017,1,0,3,2,2,5,4,1,1,1,35,22,42,31.92366731,1.258873366,intermediate_frontend,FRONTEND,BDD
Brittany Zackery,90917988,86,30,29,46.66743858,7.683932729,8,1,9,1,1,2,4,3,0,2,45,61,63,3.665275477,33.32899718,intermediate_datascience,DATASCIENCE,BDD
Wendell Buckley,52924276,39,47,41,11.17510883,19.76398683,2,1,2,2,2,4,6,4,2,0,63,82,77,0.764137623,76.75381354,intermediate_backend,BACKEND,IA
Clinton Andrews,62711848,49,55,38,28.95082977,45.90276562,4,3,2,0,1,2,10,0,0,1,54,56,74,25.56152602,29.90980268,intermediate_frontend,FRONTEND,IA
Gene Daley,8360657,30,62,5,0.915007498,47.80246119,7,1,6,0,2,3,3,3,1,2,63,49,80,20.89959435,6.812692206,intermediate_backend,BACKEND,IA
Martin Jones,2949944,29,68,61,1.083097474,55.34629525,6,0,5,1,1,5,6,0,0,1,58,57,80,5.046385218,25.05775768,intermediate_frontend,FRONTEND,IA
Daniel Holmes,32516541,47,64,26,38.66222635,33.17748421,4,2,2,1,0,2,8,1,2,1,58,59,77,8.686585219,6.268151098,intermediate_backend,BACKEND,BDD
James Sleiman,77477366,47,9,39,16.92896015,8.203941435,4,3,4,1,1,3,3,4,1,0,48,69,71,12.35994202,40.38474063,intermediate_frontend,FRONTEND,IA
Emilio Winder,75138678,69,71,84,8.767175373,23.14255962,3,6,4,2,1,2,4,2,1,2,57,58,62,5.665577139,36.23198783,intermediate_frontend,FRONTEND,IA
Fred Garner,75062035,42,43,47,21.93421692,6.736901777,2,6,1,2,0,5,6,2,0,2,71,58,55,22.65465213,38.51936884,intermediate_datascience,DATASCIENCE,IA
Shaun Avila,69659016,45,72,60,34.64970989,51.02872794,7,0,7,1,0,4,3,4,0,1,86,51,80,11.42079361,2.697433065,intermediate_frontend,FRONTEND,IA
Kathryn Gerard,76578422,64,74,13,13.81254576,39.91222678,4,5,4,0,1,4,3,2,0,0,44,50,58,27.48653472,42.40772467,intermediate_backend,BACKEND,IA
Russell Asato,9913644,14,34,44,8.720466661,29.05591614,1,6,3,0,2,0,7,3,2,0,80,67,74,55.72989072,61.42284628,intermediate_frontend,FRONTEND,IA
Amber Chang,17246373,74,14,13,6.31571241,1.136229488,3,3,4,1,0,1,5,3,1,0,69,45,54,53.50881098,12.90486433,intermediate_datascience,DATASCIENCE,BDD
Jennifer Evans,16614639,47,63,25,2.429040895,53.15262142,2,4,0,2,0,4,5,4,1,1,37,72,94,32.18134124,56.38175149,intermediate_backend,BACKEND,IA
Leslie Roden,4208627,6,27,7,3.188127789,7.918955637,6,3,5,0,0,5,1,2,1,0,86,83,75,0.266413984,40.11995938,intermediate_backend,BACKEND,IA
Herbert Venable,46381544,20,46,63,10.81270243,30.12336069,3,6,8,2,0,2,4,1,1,0,65,74,74,11.46594648,39.30421885,intermediate_frontend,FRONTEND,IA
Linda Wilcox,60246300,52,56,78,33.14635488,2.247212188,6,4,4,1,0,2,4,4,1,0,55,85,75,44.8061966,20.6392628,intermediate_frontend,FRONTEND,BDD
Sandra Howard,60474099,31,22,61,22.50883135,13.41078852,6,1,3,2,0,4,1,4,2,2,50,64,60,1.524442612,57.26320209,intermediate_frontend,FRONTEND,IA
Candice Carn,59888879,36,37,28,35.13067486,26.5390525,3,6,0,2,1,5,7,2,1,0,60,56,60,39.92647722,53.66778883,intermediate_datascience,DATASCIENCE,IA
Clara Wills,86816136,55,68,63,28.39651916,25.07501459,6,5,5,2,1,4,1,3,0,0,64,66,67,11.56843409,43.20613578,intermediate_backend,BACKEND,IA
Myrtle Arthur,12867828,21,74,0,6.782085932,15.94039219,6,5,1,0,0,2,6,4,2,1,75,80,89,37.98204988,12.1352996,intermediate_backend,BACKEND,BDD
